"","link","Type.de.notice","Type.de.document","Titre","Auteur","Contributeur","Editeur","Date","Description","Sujet","Langue","Format","pages","link_gallica"
"655","http://catalogue.bnf.fr/ark:/12148/cb301949016","monographie","texte imprimé","Les entretiens du Palais Royal...","Mercier, Louis-Sébastien (1740-1814). Auteur du texte","Caraccioli, Louis-Antoine de (1719-1803). Auteur présumé du texte | Lavallée, Joseph (1747-1816). Auteur présumé du texte | ","chez Buisson (Utrecht)","1786-1788","","","fre | français | ","4 parties en 4 vol. ; in-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k9739074f | https://gallica.bnf.fr/ark:/12148/bpt6k9772280s | https://gallica.bnf.fr/ark:/12148/bpt6k9770901z | https://gallica.bnf.fr/ark:/12148/bpt6k9772638k"
"656","http://catalogue.bnf.fr/ark:/12148/cb309517829","monographie","texte imprimé","De la Caisse d'escompte . Par le comte de Mirabeau","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1785","","","fre | français | ","XVI-226 [i.e. 228]-[1] p. ; in-8","226 [i.e. 228]-[1] p.","https://gallica.bnf.fr/ark:/12148/bpt6k56028262"
"657","http://catalogue.bnf.fr/ark:/12148/cb30951885m","monographie","texte imprimé","Lettre remise à Frédéric-Guillaume II, roi régnant de Prusse, le jour de son avènement au trône, par le Cte de Mirabeau","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1787","","","fre | français | ","In-8° , 62 p.","8° , 62 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1509090k"
"658","http://catalogue.bnf.fr/ark:/12148/cb30951886z","monographie","texte imprimé","Lettre remise à Frédéric-Guillaume II, roi régnant de Prusse, le jour de son avènement au trône, par le Cte de Mirabeau","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1787","","","fre | français | ","In-8° , 84 p.","8° , 84 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1509089x"
"659","http://catalogue.bnf.fr/ark:/12148/cb30951883x","monographie","texte imprimé","Lettre remise à Frédéric-Guillaume II, roi régnant de Prusse, le jour de son avènement au trône, par le Cte de Mirabeau","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1787","","","fre | français | ","In-8° , 91 p.","8° , 91 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1509218j"
"660","http://catalogue.bnf.fr/ark:/12148/cb30951891j","monographie","texte imprimé","Lettre du comte de Mirabeau a M. Le Couteulx de La Noraye, sur la Banque de Saint Charles et sur la Caisse d'escompte","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1785","","","fre | français | ","[4]-117-[1 bl.] p. ; in-8","4]-117-[1 bl.] p.","https://gallica.bnf.fr/ark:/12148/bpt6k3068668c"
"661","http://catalogue.bnf.fr/ark:/12148/cb309518085","monographie","texte imprimé","Essai sur le despotisme . 2e édition augmentée... par l'éditeur de cet ouvrage","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[s.n.] (Londres)","1776","","Despotisme","fre | français | ","214 p. ; in-8","214 p.","https://gallica.bnf.fr/ark:/12148/bpt6k56680707"
"662","http://catalogue.bnf.fr/ark:/12148/cb309517573","monographie","texte imprimé","Le Lecteur y mettra le titre","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[s.n.] (Londres)","1777","","","fre | français | ","95-[1] p. ; in-8","95-[1] p.","https://gallica.bnf.fr/ark:/12148/bpt6k9627848k"
"663","http://catalogue.bnf.fr/ark:/12148/cb33998803c","monographie","texte imprimé","Essai sur le despotisme . Troisième édition... Précédé de la lettre de M. de S. M. aux auteurs de la Gazette littéraire, et suivi de l'Avis aux Hessois, et de la Réponse aux conseils de la raison, par Gabriel-Honoré Riquetti-Mirabeau","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","Le Jay (Paris)","1792","","","fre | français | ","XL-336 p. ; in-8","336 p.","https://gallica.bnf.fr/ark:/12148/bpt6k56959685 | https://gallica.bnf.fr/ark:/12148/bpt6k6436904m"
"664","http://catalogue.bnf.fr/ark:/12148/cb30951878b","monographie","texte imprimé","Lettres de Mirabeau a Chamfort , imprimées sur les originaux ecrits de la main de Mirabeau, et suivies d'une traduction de la dissertation allemande sur les causes de l'universalité de la langue française, qui a partagé le prix de l'Académie de Berlin ; traduction attribuée à Mirabeau et imprimée sur le manuscrit corrigé de sa main.","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","A Paris. Chez le directeur de la Décade philosophique, rue Thérèse, butte des Moulins. An V. de la République française [1796-1797].","1796-1797","","","fre | français | ","[4]-142-[2] p. ; in-8","4]-142-[2] p.","https://gallica.bnf.fr/ark:/12148/bpt6k96088453"
"665","http://catalogue.bnf.fr/ark:/12148/cb324539597","monographie","texte imprimé","Errotika [i.e Erotika] biblion... / [par Mirabeau]","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","impr. du Vatican (Rome)","1783","","Sexualité","fre | français | ","IV-192 p. ; in-8","192 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1055804h"
"666","http://catalogue.bnf.fr/ark:/12148/cb309517511","monographie","texte imprimé","Errotika Biblion... / [par le comte de Mirabeau]","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","impr. du Vatican (A Rome)","1783","","Sexualité","fre | français | ","IV-192 p. ; In-8","192 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1510106g"
"667","http://catalogue.bnf.fr/ark:/12148/cb32453960f","monographie","texte imprimé","Errotika Biblion. Dernière édition","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1792","","","fre | français | ","In-8°, préface, 174 p., et la table","8°, préface, 174 p.","https://gallica.bnf.fr/ark:/12148/bpt6k15221657"
"668","http://catalogue.bnf.fr/ark:/12148/cb365820304","monographie","texte imprimé","Derniéres paroles prononcées par M. Mirabeau, au moment de sa mort.","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[Paris.] De l'imprimerie du Postillon, rue Basse du Rempart-de-la-Madeleine, n°. 22, ci-devant rue d'Argenteuil, n°. 87. [1791]","1791","","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791)","fre | français | ","4 p. ; in-8","4 p.","https://gallica.bnf.fr/ark:/12148/bpt6k96928998"
"669","http://catalogue.bnf.fr/ark:/12148/cb324539655","monographie","texte imprimé","Le Libertin de qualité, ou Confidences d'un prisonnier au château de Vincennes [Mirabeau] écrites par lui-même...","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1784","","","fre | français | ","VIII-319 p. pl. gr. en t. douce ; in-8","319 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1517671z"
"670","http://catalogue.bnf.fr/ark:/12148/cb324539686","monographie","texte imprimé","Ma Conversion, par M.D.R.C.D.M.F. [Mirabeau]. Avec figures en taille-douce. 1re édition","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","","1783","","","fre | français | ","In-12, VIII-248 p. pl","12, VIII-248 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1517673s"
"671","http://catalogue.bnf.fr/ark:/12148/cb364230888","monographie","texte imprimé","Dernieres paroles prononcees par M. Mirabeau au moment de sa mort.","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[Paris.] De l'impriemerie du Postillon, rue Basse-du-Rempart-de-la-Madelaine, n°. 22, ci-devant rne d'Argenteuil, n°. 87. [1791]","1791","","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791)","fre | français | ","4 p. ; in-8","4 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5626421d"
"672","http://catalogue.bnf.fr/ark:/12148/cb30951765q","monographie","texte imprimé","Recueils de contes et nouvelles ; par Mr le marquis de M*** ... Seconde édition, seconde partie","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","A Londres [i.e. Paris]. M.DCC.LXXXV","1785","","","eng","[2]-180-[1] p. ; in-8","2]-180-[1] p.","https://gallica.bnf.fr/ark:/12148/bpt6k9735057p"
"673","http://catalogue.bnf.fr/ark:/12148/cb30951807t","monographie","texte imprimé","Essai sur le despotisme , 2 seconde édition augmentée & corrigée par l'éditeur de cet ouvrage","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[s.n.] (Londre)","1776","","","fre | français | ","VIII-[2]-308 p. ; in-8","2]-308 p.","https://gallica.bnf.fr/ark:/12148/bpt6k9736312f"
"674","http://catalogue.bnf.fr/ark:/12148/cb365671290","monographie","texte imprimé","Lettres originales de Mirabeau, écrites du donjon de Vincennes pendant les années 1777, 78, 79 et 80 ; contenant tous les détails de sa vie privée, ses malheurs, et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","J. B. Garnery (Paris) | Treuttel (Strasbourg) | de Boffe (Londres) | ","1792","","","fre | français | ","4 vol. ; in-16",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k65783908 | https://gallica.bnf.fr/ark:/12148/bpt6k6578179j | https://gallica.bnf.fr/ark:/12148/bpt6k6578576p"
"675","http://catalogue.bnf.fr/ark:/12148/cb30951806g","monographie","texte imprimé","Essai sur le despotisme","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[s.n.] (Londres)","1775","","","fre | français | ","275-[2] p. ; in-8","275-[2] p.","https://gallica.bnf.fr/ark:/12148/bpt6k9735282f"
"676","http://catalogue.bnf.fr/ark:/12148/cb30951947b","monographie","texte imprimé","Discours sur la représentation illégale de la nation provençale dans ses États actuels, et sur la nécessité de convoquer une assemblée générale des trois ordres, prononcé par le Comte de Mirabeau, dans la quatrième séance des États actuels de Provence, le 30 janvier 1789","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","Gibelin-David et Émeric-David (Aix)","1789","","Provence-Alpes-Côte d'Azur (France) -- 1789-1799 (Révolution) -- Sources | Provence | ","fre | français | ","In-8° , 35 p.","8° , 35 p.","https://gallica.bnf.fr/ark:/12148/bpt6k65761721"
"677","http://catalogue.bnf.fr/ark:/12148/cb32806045f","périodique : notice d'ensemble bibliographique | publication en série","publication en série imprimée","Lettre [-dix-neuvième lettre] du comte de Mirabeau, à ses commettans","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Dumont, Étienne (1759-1829). Rédacteur | Duroveray, Jacques-Antoine. Rédacteur | ","[s.n.] (Paris)","1789-1789","Variante(s) de titre : Lettre du comte de Mirabeau à ses commettants","","fre | français | ","",NA,"https://gallica.bnf.fr/ark:/12148/cb32806045f/date"
"678","http://catalogue.bnf.fr/ark:/12148/cb30951850z","monographie","texte imprimé","Sur la liberté de la presse, imité de l'anglois de Milton , par le Cte de Mirabeau...","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Milton, John (1608-1674). Auteur adapté","[s.n.] (Londres)","1788","","","fre | français | ","66 p. ; in-8","66 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5832470d"
"679","http://catalogue.bnf.fr/ark:/12148/cb30951867p","monographie","texte imprimé","Travail sur l'éducation publique, trouvé dans les papiers de Mirabeau l'aîné ; publié par P. J. G. Cabanis,...","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Cabanis, Pierre-Jean-Georges (1757-1808). Éditeur scientifique","Impr. nationale (Paris)","1791","","","fre | français | ","206 p. ; in-8","206 p.","https://gallica.bnf.fr/ark:/12148/bpt6k3043876h"
"680","http://catalogue.bnf.fr/ark:/12148/cb30951912p","monographie","texte imprimé","Lettres originales de Mirabeau, écrites du donjon de Vincennes, pendant les années 1777, 78, 79 et 80 ; contenant tous les détails sur sa vie privée, ses malheurs et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Manuel, Louis-Pierre (1751-1793). Éditeur scientifique","J.-B. Garnery (Paris) | Treuttel (Strasbourg) | De Boffe (Londres) | ","1792-1794","","","fre | français | ","4 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k9804868b"
"681","http://catalogue.bnf.fr/ark:/12148/cb302300172","monographie","texte imprimé","Esprit de Mirabeau, ou Manuel de l'homme d'État, des publicistes, des fonctionnaires et des orateurs ; divisé par ordre des matières, et mebrassant les différentes branches de l'économie politique ; extrait de tous les ouvrages de Gabriel-Honoré Riquetti de Mirabeau, et précédé d'un précis historique de sa vie","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Chaussard, Pierre-Jean-Baptiste (1766-1823). Éditeur scientifique","Fr. Buisson (Paris)","1797","","","fre | français | ","2 vol. (XC-518 [sic 438], 542 p.) ; in-8","2 vol. (XC-518 [sic 438], 542 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6471838m | https://gallica.bnf.fr/ark:/12148/bpt6k64717158"
"682","http://catalogue.bnf.fr/ark:/12148/cb325107072","monographie","texte imprimé","Rapport fait au conseil général des hospices par un de ses membres [le mis Em. de Pastoret] sur l'état des hôpitaux, des hospices et des secours à domicile à Paris depuis le 1er janvier 1804 jusqu'au 1er janvier 1814","Pastoret, Emmanuel (1755-1840). Auteur du texte","","","1816","","","fre | français | ","",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k63759631"
"683","http://catalogue.bnf.fr/ark:/12148/cb310656687","monographie","texte imprimé","Discours prononcé après la prestation de serment des électeurs de la section des Champs-Élysées, par M. Pastoret... le 17 octobre 1790","Pastoret, Emmanuel (1755-1840). Auteur du texte","","Impr. nationale (Paris)","1790","","","fre | français | ","In-8° , 4 p.","8° , 4 p.","https://gallica.bnf.fr/ark:/12148/bpt6k62646242"
"684","http://catalogue.bnf.fr/ark:/12148/cb31065681f","monographie","texte imprimé","Des loix pénales , par M. de Pastoret,...","Pastoret, Emmanuel (1755-1840). Auteur du texte","","Buisson (Paris)","1790","","","fre | français | ","2 tomes en 1 vol. (156 p.) ; in-8","2 tomes en 1 vol. (156 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54704572"
"685","http://catalogue.bnf.fr/ark:/12148/cb31065667w","monographie","texte imprimé","Discours en vers sur l'union qui doit règner entre la magistrature, la philosophie & les lettres ; suivi d'une lettre à M. de La Cretelle sur le danger de l'éloquence dans l'administration de la justice. Par M. de Pastoret,...","Pastoret, Emmanuel (1755-1840). Auteur du texte","","Jombert jeune (Paris)","1783","","","fre | français | ","29 p. ; in-12","29 p.","https://gallica.bnf.fr/ark:/12148/bpt6k62272767"
"686","http://catalogue.bnf.fr/ark:/12148/cb31065672g","monographie","texte imprimé","Histoire de la législation / par M. le comte de Pastoret,...","Pastoret, Emmanuel (1755-1840). Auteur du texte","","Impr. royale (Paris)","1817-1837","Comprend : I. Assyriens. Babyloniens ; II. Égypte ; III-IV. Hébreux ; V. Crétois. Lacédémoniens ; VI. Lacédémoniens (fin). Athéniens ; VII. Athéniens ; VIII. Argiens. Sicyoniens. Corinthiens. Arcadiens et autres peuples de la Grèce, de la Macédoine et des îles voisines de la Grèce ; IX. Iles de la mer Égée. Asie mineure. Perses ; X. Carthaginois. Marseille. Grande Grèce ; XI. Siciliens. Étrusques","","fre | français | ","11 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k9758856h"
"687","http://catalogue.bnf.fr/ark:/12148/cb31065712w","monographie","texte imprimé","Corps législatif. Conseil des Cinq-cents. Rapport fait au nom de la commission de la classification et de la revision des lois, par Emmanuel Pastoret, sur l'état actuel de la législation pour la répression du vol et du brigandage, et sur quelques erreurs ou quelques omissions de nos lois correctionnelles et pénales. Séance du 25 pluviôse, l'an V","Pastoret, Emmanuel (1755-1840). Auteur du texte","France. Conseil des Cinq-Cents. Éditeur scientifique","Impr. nationale ((Paris,))","1796","","","fre | français | ","In-8° , 47 p.","8° , 47 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1323851"
"688","http://catalogue.bnf.fr/ark:/12148/cb372408101","monographie","texte imprimé","Opinion d'Emmanuel Pastoret, concernant la successibilité des enfants naturels : séance du 24 nivôse, an V ([Reprod.]) [au] Corps législatif, Conseil des Cinq-cents","Pastoret, Emmanuel (1755-1840). Auteur du texte","France. Conseil des Cinq-Cents. Éditeur scientifique","Micro Graphix","1797","Collection : Les archives de la Révolution française ; 9.4.404","Filiation naturelle -- France","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k428683"
"689","http://catalogue.bnf.fr/ark:/12148/cb372419247","monographie","texte imprimé","Rapport sur la pétition du département de Paris, pour l'établissement des écoles primaires, & la suppression du tribunal de l'université : séance du 24 février 1792 ([Reprod.]) fait au nom du Comité d'instruction publique par M. Pastoret,... ; impr. par ordre de l'Assemblée nationale","Pastoret, Emmanuel (1755-1840). Auteur du texte","France. Assemblée nationale législative (1791-1792). Comité d'instruction publique. Éditeur scientifique | France. Assemblée nationale législative (1791-1792). Éditeur scientifique | ","Micro Graphix","1792","Collection : Les archives de la Révolution française ; 12.1065","Écoles primaires -- France","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k571526"
"690","http://catalogue.bnf.fr/ark:/12148/cb31091652h","monographie","texte imprimé","Discours de M. le maire aux citoyens enrolés pour la défense de la patrie en danger . Imprimé par ordre du Conseil-général.","Pétion, Jérôme (1756-1794). Auteur du texte","","([Paris.] De l'Imprimerie de la municipalité, 1792.)","1792","","Paris (France) (1789-1799, Révolution)","fre | français | ","2 p. ; in-8","2 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1327078"
"691","http://catalogue.bnf.fr/ark:/12148/cb310915945","monographie","texte imprimé","Oeuvres de Jérôme Pétion,...","Pétion, Jérôme (1756-1794). Auteur du texte","","Garnery (Paris)","1792-1793","","","fre | français | ","4 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k9782022x | https://gallica.bnf.fr/ark:/12148/bpt6k9782139j | https://gallica.bnf.fr/ark:/12148/bpt6k9781382x"
"692","http://catalogue.bnf.fr/ark:/12148/cb31091614z","monographie","texte imprimé","Discours de Jérôme Pétion, sur l'accusation intentée contre Maximilien Robespierre.","Pétion, Jérôme (1756-1794). Auteur du texte","","([Paris.] De l'Imp. de C.-F. Patris, imprimeur de la Commune, rue du Fauxbourg Saint-Jacques, aux Dames Sainte-Marie [1792].)","1792","","France (1792-1795)","fre | français | ","28 p. ; in-8","28 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5477034v"
"693","http://catalogue.bnf.fr/ark:/12148/cb31091667j","monographie","texte imprimé","Réponse très-succinte de Jérome Petion, au long libelle de Maximilien Robespierre.","Pétion, Jérôme (1756-1794). Auteur du texte","","([Paris.] De l'Imprimerie d'Antoine-Joseph Gorsas, rue Tiquetonne, n°. 7. 1793.)","1793","","France (1792-1795)","fre | français | ","14 p. ; in-8","14 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54748212"
"694","http://catalogue.bnf.fr/ark:/12148/cb31091622k","monographie","texte imprimé","Essai sur le mariage considéré sous des rapports naturels, moraux et politiques, ou Moyens de faciliter et d'encourager les mariages en France","Pétion, Jérôme (1756-1794). Auteur du texte","","[s.n.] (Genève)","1785","","","fre | français | ","XIV-161 p. ; in-8","161 p.","https://gallica.bnf.fr/ark:/12148/bpt6k75432b"
"695","http://catalogue.bnf.fr/ark:/12148/cb31091644w","monographie","texte imprimé","Lettre de Jérome Pétion, député, au président de la Convention nationale . Du 7 juin 1793, l'an deuxième de la République.","Pétion, Jérôme (1756-1794). Auteur du texte","","[S.l., 1793]","1793","","France (1792-1795)","fre | français | ","4 p. ; in-8","4 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5434566h"
"696","http://catalogue.bnf.fr/ark:/12148/cb310916217","monographie","texte imprimé","Discours sur les troubles de Saint-Domingue . Par J. Pétion, député à l'Assemblée nationale.","Pétion, Jérôme (1756-1794). Auteur du texte","France. Assemblée nationale constituante (1789-1791). Éditeur scientifique","A Paris, chez Desennes [sic], libraire, au Palais-Royal ; Bailly, libraire, à la barrière des Sergens ; les Marchands de nouveautés. 14 octobre 1790","1790","","Politique et gouvernement -- Haïti -- Jusqu'à 1791 | Saint Domingue (colonie française). Assemblée centrale | ","fre | français | ","[4]-44 p. ; in-8","4]-44 p.","https://gallica.bnf.fr/ark:/12148/bpt6k97900519"
"697","http://catalogue.bnf.fr/ark:/12148/cb31091668w","monographie","texte imprimé","Copie de la lettre de M. Pétion à la Société des amis de la constitution, séante aux Jacobins Saint-Honoré.","Pétion, Jérôme (1756-1794). Auteur du texte","Société des amis de la Constitution (Paris). Éditeur scientifique","([Paris.] De l'Imprimerie du Patriote françois, place du Théâtre Italien [1792].)","1792","","Amis de la constitution, séant aux Jacobins | Paris (France) (1789-1799, Révolution) | ","fre | français | ","4 p. ; in-8","4 p.","https://gallica.bnf.fr/ark:/12148/bpt6k324516b"
"698","http://catalogue.bnf.fr/ark:/12148/cb310916697","monographie","texte imprimé","Discours de M. Petion, maire de Paris ; prononcé à la Société, dans la séance du 29 avril 1792, l'an 4me de la liberté.","Pétion, Jérôme (1756-1794). Auteur du texte","Société des amis de la Constitution (Paris). Éditeur scientifique","([Paris.] De l'Imprimerie du Patriote françois, place du Théâtre Italien [1792].)","1792","","Paris (France) (1789-1799, Révolution)","fre | français | ","8 p. ; in-8","8 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54408907"
"699","http://catalogue.bnf.fr/ark:/12148/cb310916457","monographie","texte imprimé","Lettre de Jérome Pétion aux Parisiens.","Pétion, Jérôme (1756-1794). Auteur du texte","","([Paris.] De l'Imprimerie d'Antoine-Joseph Gorsas, rue Tiquetonne, n°. 7 [1793].)","1793","","France (1792-1795)","fre | français | ","16 p. ; in-8","16 p.","https://gallica.bnf.fr/ark:/12148/bpt6k62597572"
"700","http://catalogue.bnf.fr/ark:/12148/cb37261180x","monographie","texte imprimé","Prenez-y garde, ou Avis à toutes les assemblées d'élection, qui seront convoquées pour nommer les représentans des trois ordres aux Etats-généraux ([Reprod.]) [par Rabaut Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Pergamon press","1789","Collection : Les archives de la Révolution française ; 5.998","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k47923m"
"701","http://catalogue.bnf.fr/ark:/12148/cb37237161g","monographie","texte imprimé","Prenez-y garde, ou Avis à toutes les assemblées d'élection, qui seront convoquées pour nommer les représentans des trois ordres aux états généraux ([Reprod.]) [par Rabaut Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Micro Graphix","1789","Collection : Les archives de la Révolution française ; 6.3.174","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k41766w"
"702","http://catalogue.bnf.fr/ark:/12148/cb372375878","monographie","texte imprimé","A la Nation française, sur les vices de son gouvernement, sur la nécessité d'établir une Constitution, et sur la composition des états généraux ([Reprod.]) [par Rabaut Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Micro Graphix","1788","Collection : Les archives de la Révolution française ; 6.3.171","Politique et gouvernement -- France -- 1789-1799","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k41763v"
"703","http://catalogue.bnf.fr/ark:/12148/cb372371488","monographie","texte imprimé","Considérations sur les intérêts du Tiers état, adressées au peuple des provinces par un propriétaire foncier ([Reprod.]) [par Rabaut-Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Micro Graphix","1788","Collection : Les archives de la Révolution française ; 6.3.172","Politique et gouvernement -- France -- 1774-1792 | Tiers état | ","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k417646"
"704","http://catalogue.bnf.fr/ark:/12148/cb372611980","monographie","texte imprimé","Considérations sur les intérêts du Tiers état, adressées au peuple des provinces par un propriétaire foncier ([Reprod.]) [par Rabaut-Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Pergamon press","1788","Collection : Les archives de la Révolution française ; 5.581","Politique et gouvernement -- France -- 1774-1792 | Tiers état | ","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k47514j"
"705","http://catalogue.bnf.fr/ark:/12148/cb311671675","monographie","texte imprimé","Projet du préliminaire de la constitution françoise , présenté par M. Rabaut de Saint-Étienne","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Baudouin (Versailles)","1789","","","fre | français | ","14 p. ; in-8","14 p.","https://gallica.bnf.fr/ark:/12148/bpt6k9798201k"
"706","http://catalogue.bnf.fr/ark:/12148/cb37237156w","monographie","texte imprimé","Question de droit public, Doit-on recueillir les voix, dans les états généraux, par ordres, ou par tête de délibérans ? ([Reprod.]) par l'auteur des Considérations sur les intérêts du tiers état [Rabaut Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Micro Graphix","1789","Collection : Les archives de la Révolution française ; 6.3.173","","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k41765j"
"707","http://catalogue.bnf.fr/ark:/12148/cb37261188p","monographie","texte imprimé","Question de droit public, Doit-on recueillir les voix, dans les Etats-généraux, par ordres, ou par tête de délibérans ? ([Reprod.]) par l'auteur des Considérations sur les intérêts du Tiers-Etat [Rabaut Saint-Etienne]","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Pergamon press","1789","Collection : Les archives de la Révolution française ; 5.999","","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k47924z"
"708","http://catalogue.bnf.fr/ark:/12148/cb44729060p","monographie","texte imprimé","Le vieux cévenol ou Anecdotes de la vie d'Ambroise Borély / par Rabaut Saint-Etienne ; avec une préface par Charles Dardier","Rabaut Saint-Étienne (1743-1793). Auteur du texte","Dardier, Charles (1820-1893). Préfacier","Société des livres religieux (Toulouse)","1886","","","fre | français | ","164 p. ; 22 cm","164 p.","https://gallica.bnf.fr/ark:/12148/bpt6k10917397"
"709","http://catalogue.bnf.fr/ark:/12148/cb372629795","monographie","texte imprimé","Considérations sur les intérêts du Tiers Etat, adressées au peuple des provinces ([Reprod.]) par un propriétaire foncier","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","Pergamon press","1788","Collection : Les archives de la Révolution française ; 5.924","Politique et gouvernement -- France -- 1774-1792 | Tiers état | ","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k478491"
"710","http://catalogue.bnf.fr/ark:/12148/cb44730203f","monographie","texte imprimé","Anecdotes de la vie d'Ambroise Borély, ou Le Vieux Cévenois, Protestant retiré Et mort à Londres, âgé de 103 ans, sept mois & quatre jours","Rabaut Saint-Étienne (1743-1793). Auteur du texte","","[s.n.]","1788","","","fre | français | ","p. [1], [1 bl.], [1], 4-96 ; in-8° (22 cm)",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k1091740w"
