id,link_bnf,link_gallica,author_short,selected_for_galerie,title,date,format,author,contributors,editors,description,subject,notes
674,http://catalogue.bnf.fr/ark:/12148/cb365671290,https://gallica.bnf.fr/ark:/12148/bpt6k65783908 | https://gallica.bnf.fr/ark:/12148/bpt6k6578179j | https://gallica.bnf.fr/ark:/12148/bpt6k6578576p,Mirabeau,,"Lettres originales de Mirabeau, écrites du donjon de Vincennes pendant les années 1777, 78, 79 et 80 ; contenant tous les détails de sa vie privée, ses malheurs, et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...",1792,4 vol. ; in-16,"Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte",,J. B. Garnery (Paris) | Treuttel (Strasbourg) | de Boffe (Londres) |,,,
675,http://catalogue.bnf.fr/ark:/12148/cb30951806g,https://gallica.bnf.fr/ark:/12148/bpt6k9735282f,Mirabeau,,Essai sur le despotisme,1775,275-[2] p. ; in-8,"Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte",,[s.n.] (Londres),,,
676,http://catalogue.bnf.fr/ark:/12148/cb30951947b,https://gallica.bnf.fr/ark:/12148/bpt6k65761721,Mirabeau,yes,"Discours sur la représentation illégale de la nation provençale dans ses États actuels, et sur la nécessité de convoquer une assemblée générale des trois ordres, prononcé par le Comte de Mirabeau, dans la quatrième séance des États actuels de Provence, le 30 janvier 1789",1789,"In-8° , 35 p.","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte",,Gibelin-David et Émeric-David (Aix),,Provence-Alpes-Côte d'Azur (France) -- 1789-1799 (Révolution) -- Sources | Provence |,
678,http://catalogue.bnf.fr/ark:/12148/cb30951850z,https://gallica.bnf.fr/ark:/12148/bpt6k5832470d,Mirabeau,yes,"Sur la liberté de la presse, imité de l'anglois de Milton , par le Cte de Mirabeau...",1788,66 p. ; in-8,"Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Milton, John (1608-1674). Auteur adapté",[s.n.] (Londres),,,
679,http://catalogue.bnf.fr/ark:/12148/cb30951867p,https://gallica.bnf.fr/ark:/12148/bpt6k3043876h,Mirabeau,yes,"Travail sur l'éducation publique, trouvé dans les papiers de Mirabeau l'aîné ; publié par P. J. G. Cabanis,...",1791,206 p. ; in-8,"Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Cabanis, Pierre-Jean-Georges (1757-1808). Éditeur scientifique",Impr. nationale (Paris),,,
680,http://catalogue.bnf.fr/ark:/12148/cb30951912p,https://gallica.bnf.fr/ark:/12148/bpt6k9804868b,Mirabeau,,"Lettres originales de Mirabeau, écrites du donjon de Vincennes, pendant les années 1777, 78, 79 et 80 ; contenant tous les détails sur sa vie privée, ses malheurs et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...",1792-1794,4 vol. ; in-8,"Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Manuel, Louis-Pierre (1751-1793). Éditeur scientifique",J.-B. Garnery (Paris) | Treuttel (Strasbourg) | De Boffe (Londres) |,,,
681,http://catalogue.bnf.fr/ark:/12148/cb302300172,https://gallica.bnf.fr/ark:/12148/bpt6k6471838m | https://gallica.bnf.fr/ark:/12148/bpt6k64717158,Mirabeau,,"Esprit de Mirabeau, ou Manuel de l'homme d'État, des publicistes, des fonctionnaires et des orateurs ; divisé par ordre des matières, et mebrassant les différentes branches de l'économie politique ; extrait de tous les ouvrages de Gabriel-Honoré Riquetti de Mirabeau, et précédé d'un précis historique de sa vie",1797,"2 vol. (XC-518 [sic 438], 542 p.) ; in-8","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Chaussard, Pierre-Jean-Baptiste (1766-1823). Éditeur scientifique",Fr. Buisson (Paris),,,
508,http://catalogue.bnf.fr/ark:/12148/cb308755521,https://gallica.bnf.fr/ark:/12148/bpt6k1049746g | https://gallica.bnf.fr/ark:/12148/bpt6k64713614,Marat,yes,"Appel à la Nation ; Par J. P. Marat, l'Ami du Peuple, Citoyen du district des Cordeliers, et auteur de plusieurs ouvrages patriotiques.",1790,67 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,[s.n.],NA,France -- 1774-1792 (Louis XVI),
509,http://catalogue.bnf.fr/ark:/12148/cb42246320t,https://gallica.bnf.fr/ark:/12148/bpt6k10497489,Marat,,Plan de législation criminelle . Par Marat. L'Ami du Peuple. Troisieme édition.,1793-1800,"[2]-172 p. (sig. A4, B-L8, M3) ; in-8","Marat, Jean-Paul (1743-1793). Auteur du texte",,"[Paris.] De l'Imprimerie de la Veuve Marat, rue Marat N°. 30 [ca 1793-1800]",NA,,
510,http://catalogue.bnf.fr/ark:/12148/cb30875620p,https://gallica.bnf.fr/ark:/12148/bpt6k83089x | https://gallica.bnf.fr/ark:/12148/bpt6k830904 | https://gallica.bnf.fr/ark:/12148/bpt6k83091g,Marat,,"De l'homme, ou Des principes et des loix de l'influence de l'âme sur le corps et du corps sur l'âme , par J.-P. Marat, Docteur en Médecine.",1775-1776,"3 vol. (XXXVII-325, [10]-380, [8]-220 p.) ; in-12","Marat, Jean-Paul (1743-1793). Auteur du texte",,"A Amsterdam, Chez Marc-Michel Rey. MDCCLXV. [-MDCCLXVI.]",NA,Médecine -- Philosophie,
513,http://catalogue.bnf.fr/ark:/12148/cb30875590k,https://gallica.bnf.fr/ark:/12148/bpt6k9604494z,Marat,,"Plan de législation criminelle . Ouvrage dans lequel on traite des délits et des peines... par M. Marat,...",1790,"157 p., portrait ; in-8","Marat, Jean-Paul (1743-1793). Auteur du texte",,impr. de Rochette (Paris),NA,,
514,http://catalogue.bnf.fr/ark:/12148/cb41513154m,https://gallica.bnf.fr/ark:/12148/btv1b69497554,Marat,,"L'Ami du Peuple ou le Publiciste parisien, Journal politique et impartial, n° CVII, du mercredi 10 mars 1790",1790,8 p.,"Marat, Jean-Paul (1743-1793). Auteur du texte",,De l'Imprimerie de Marat [1790],NA,,
515,http://catalogue.bnf.fr/ark:/12148/cb422461866,https://gallica.bnf.fr/ark:/12148/bpt6k1049744n,Marat,yes,"Nouvelle dénonciation de M. Marat, l'Ami du peuple, contre M. Necker, premier ministre des Finances, ou Supplément à la dénonciation d'un citoyen, contre un agent de l'autorité.",1790,40 p. ; in-4,"Marat, Jean-Paul (1743-1793). Auteur du texte",,"A Paris, chez Rozé, rue des Prêtres S. Severin, n°. 8. 1790",NA,,
516,http://catalogue.bnf.fr/ark:/12148/cb308756273,https://gallica.bnf.fr/ark:/12148/bpt6k6213679b,Marat,,Notions élémentaires d'optique,1784,VII-[1]-44 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,P.-F. Didot le jeune (Paris) | N. L. Moutard (Paris) |,NA,,
517,http://catalogue.bnf.fr/ark:/12148/cb30875616f,https://gallica.bnf.fr/ark:/12148/bpt6k1516399p,Marat,,"Découvertes [de M. Marat] sur la lumière, constatées par une suite d'expériences nouvelles...",1780,"In-8° , 141 p.","Marat, Jean-Paul (1743-1793). Auteur du texte",,Jombert fils aîné (Londres ; Paris),NA,,
518,http://catalogue.bnf.fr/ark:/12148/cb308755463,https://gallica.bnf.fr/ark:/12148/bpt6k6257776s,Marat,,Oeuvres politiques de Marat... Prospectus,1780-1793,"In-8° , 8 p.","Marat, Jean-Paul (1743-1793). Auteur du texte",,"impr. de Vve Marat ((Paris,))",NA,,
519,http://catalogue.bnf.fr/ark:/12148/cb308755672,https://gallica.bnf.fr/ark:/12148/bpt6k1049742t,Marat,,"Dénonciation faite au tribunal du public, par M. Marat, l'Ami du Peuple, contre M. Necker, premier ministre des Finances.",1789,[2]-69 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,"[Paris, Jean-Paul Marat, 1789]",NA,"France -- 1774-1792 (Louis XVI) | France (1774-1792, Louis XVI) |",
520,http://catalogue.bnf.fr/ark:/12148/cb30875586b,https://gallica.bnf.fr/ark:/12148/bpt6k1049738x,Marat,,"Offrande a la patrie, ou Discours au Tiers-État de France.",1789,[2]-62 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,[Paris.] Au Temple de la liberté. 1789.,NA,France -- 1774-1792 (Louis XVI),
522,http://catalogue.bnf.fr/ark:/12148/cb30875626r,https://gallica.bnf.fr/ark:/12148/bpt6k15123395 | https://gallica.bnf.fr/ark:/12148/bpt6k824424,Marat,,"Mémoires académiques, ou Nouvelles découvertes sur la lumière , relatives aux points les plus importants de l'optique...",1788,XVI-324 p.-2 pl. : ill. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,N.-T. Méquignon (Paris),NA,,
523,http://catalogue.bnf.fr/ark:/12148/cb308755928,https://gallica.bnf.fr/ark:/12148/bpt6k10497400,Marat,,"Projet de déclaration des droits de l'homme et du citoyen, suivi d'un Plan de constitution juste, sage et libre . Par l'auteur de l'Offrande à la patrie",1789,67 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,Buisson (Paris),NA,France -- 1774-1792 (Louis XVI),
525,http://catalogue.bnf.fr/ark:/12148/cb30875625d,https://gallica.bnf.fr/ark:/12148/bpt6k5741204f,Marat,,"Mémoire sur l'électricité médicale , couronné le 6 août 1783, par l'Académie royale des sciences, belles-lettres & arts de Rouen...",1784,111 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,L. Jorry (Paris) | N.-T. Méquignon (Paris) |,NA,Électrothérapie,
526,http://catalogue.bnf.fr/ark:/12148/cb30875572n,https://gallica.bnf.fr/ark:/12148/bpt6k1049726q,Marat,,"Discours de Marat, sur la défense de Louis XVI, la conduite à tenir par la Convention, et la marche alarmante que la faction royaliste s'efforce de lui faire suivre dans le jugement du tyran détrôné ; imprimé par ordre de la Convention nationale.",1792,22 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",France. Convention nationale. Éditeur scientifique,([Paris.] De l'Imprimerie nationale [1792].),NA,,
527,http://catalogue.bnf.fr/ark:/12148/cb308755552,https://gallica.bnf.fr/ark:/12148/bpt6k10497363,Marat,,"Les chaînes de l'esclavage, ouvrage destiné à développer les noirs attentats des princes contre les peuples ; les ressords [sic] secrets, les ruses, les menées, les artifices, les coups d'État qu'ils employent pour détruire la liberté, et les scènes sanglantes qui accompagnent le despotisme, par J. P. Marat, l'Ami du peuple",1792-1793,364 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,impr. de Marat (Paris),NA,France -- 1792-1795 (Convention nationale),
529,http://catalogue.bnf.fr/ark:/12148/cb30875617s,https://gallica.bnf.fr/ark:/12148/bpt6k86276v,Marat,,"Découvertes de M. Marat,... sur le feu, l'électricité et la lumière , constatées par une suite d'expériences nouvelles...",1779,IV-38 p. ; in-8,"Marat, Jean-Paul (1743-1793). Auteur du texte",,impr. de Clousier (Paris),NA,,
585,http://catalogue.bnf.fr/ark:/12148/cb393337817,https://gallica.bnf.fr/ark:/12148/bpt6k15107321,Mercier,,"Les sens, poème en cinq parties / [par Louis-Sébastien Mercier",,in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Lejay (Genève),,,
586,http://catalogue.bnf.fr/ark:/12148/cb352825912,https://gallica.bnf.fr/ark:/12148/bpt6k8332s,Mercier,,Théâtre complet ([Reprod. en fac-sim.]) Louis-Sébastien Mercier,1778-1784,4 t. en 1 vol. (427 p.) : ill. ; 21 cm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Slatkine (Genève),,,
588,http://catalogue.bnf.fr/ark:/12148/cb351539501,https://gallica.bnf.fr/ark:/12148/bpt6k844569 | https://gallica.bnf.fr/ark:/12148/bpt6k84457n | https://gallica.bnf.fr/ark:/12148/bpt6k844580,Mercier,fiction,L'an deux mille quatre cent-quarante : rêve s'il en fût jamais ; suivi de L'homme de fer : songe ([Reprod.]) [Louis-Sébastien Mercier],1786,7 + 7 + 6 microfiches de 60 images ; 105 x 148 mm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Hachette (Paris),,,
589,http://catalogue.bnf.fr/ark:/12148/cb346230123,https://gallica.bnf.fr/ark:/12148/bpt6k8320w | https://gallica.bnf.fr/ark:/12148/bpt6k83216 | https://gallica.bnf.fr/ark:/12148/bpt6k8322h | https://gallica.bnf.fr/ark:/12148/bpt6k8323t | https://gallica.bnf.fr/ark:/12148/bpt6k83244 | https://gallica.bnf.fr/ark:/12148/bpt6k8325f | https://gallica.bnf.fr/ark:/12148/bpt6k8326r | https://gallica.bnf.fr/ark:/12148/bpt6k83272 | https://gallica.bnf.fr/ark:/12148/bpt6k8328c | https://gallica.bnf.fr/ark:/12148/bpt6k8329p | https://gallica.bnf.fr/ark:/12148/bpt6k83305,Mercier,,Tableau de Paris ([Reprod. en fac-sim.]) Louis-Sébastien Mercier,1782-1788,12 t. en 6 vol. ; 22 cm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Slatkine (Genève) | [diffusion Champion] (Paris) | [diffusion Minard] () |,,Moeurs et coutumes -- Paris (France) -- 18e siècle | Paris (France) |,
590,http://catalogue.bnf.fr/ark:/12148/cb361425978,https://gallica.bnf.fr/ark:/12148/bpt6k83183 | https://gallica.bnf.fr/ark:/12148/bpt6k8319d,Mercier,double,L'an deux mille quatre cent quarante ; (suivi de) L'homme de fer ([Reprod. en fac-sim.]) Louis-Sébastien Mercier ; avec une préface de Raymond Trousson,1799,3 vol. (XXVIII-XL-356-346-349 p.-[3] f. de pl.) ; 22 cm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte","Trousson, Raymond (1936-2013). Préfacier",Slatkine (Genève) | [diffusion Champion] (Paris) |,Collection : Bibliothèque des voyages aux pays de nulle part ; 2,,
591,http://catalogue.bnf.fr/ark:/12148/cb35444859d,https://gallica.bnf.fr/ark:/12148/bpt6k8316g,Mercier,double,De la littérature et des littérateurs ; suivi d'un Nouvel examen de la tragédie françoise ([Reprod. en fac-sim.]) Louis-Sébastien Lemercier,1778,1 vol. (159 p.) ; 22 cm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Slatkine (Genève) | [diffusion Champion] (Paris) |,,,
592,http://catalogue.bnf.fr/ark:/12148/cb309286180,https://gallica.bnf.fr/ark:/12148/bpt6k5813584j,Mercier,yes,"De J.-J. Rousseau considéré comme l'un des premiers auteurs de la Révolution , par M. Mercier",1791,2 vol. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Buisson (Paris),,"Rousseau, Jean-Jacques (1712-1778) -- Et la Révolution française",
593,http://catalogue.bnf.fr/ark:/12148/cb30928627z,https://gallica.bnf.fr/ark:/12148/bpt6k9601129d | https://gallica.bnf.fr/ark:/12148/bpt6k9600356p | https://gallica.bnf.fr/ark:/12148/bpt6k96045378,Mercier,,Mon bonnet de nuit . Par M. Mercier,1784-1785,"3 vol. (366, 384, 390 p.) ; in-8","Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Impr. de la Société typographique (Neufchâtel) | [puis] Lausanne (Neufchâtel) | J. P. Heubach (Neufchâtel) |,,,
594,http://catalogue.bnf.fr/ark:/12148/cb35881157k,https://gallica.bnf.fr/ark:/12148/bpt6k50792d,Mercier,,"Néologie ou Vocabulaire de mots nouveaux : à renouveler, ou pris dans des acceptions nouvelles ([Reprod.]) par L. S. Mercier,..",1801,7 microfiches de 128 images ; 105 x 148 mm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,France-expansion (Paris),Collection : Archives de la linguistique française ; 279,Français (langue) -- Néologismes,
595,http://catalogue.bnf.fr/ark:/12148/cb30928611k,https://gallica.bnf.fr/ark:/12148/bpt6k6243596b | https://gallica.bnf.fr/ark:/12148/bpt6k62451777 | https://gallica.bnf.fr/ark:/12148/bpt6k6254856f,Mercier,,"Fragmens de politique et d'histoire , par M. Mercier",1792,"3 vol. (VIII-398-4, 4-373, 388-4 p.) ; in-8","Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Buisson (Paris),,,
596,http://catalogue.bnf.fr/ark:/12148/cb309286060,https://gallica.bnf.fr/ark:/12148/bpt6k94069r,Mercier,yes,"Éloge de René Descartes , par M. Mercier",1765,III-83 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Paris (Genève) | Vve Pierres (Genève) |,,"Descartes, René (1596-1650)",
597,http://catalogue.bnf.fr/ark:/12148/cb30928588w,https://gallica.bnf.fr/ark:/12148/bpt6k761751,Mercier,,"Adieux à l'année 1789 , par M. Mercier,...",1789-1795,8 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,[s.n.],,,
598,http://catalogue.bnf.fr/ark:/12148/cb32441962f,https://gallica.bnf.fr/ark:/12148/bpt6k64572183 | https://gallica.bnf.fr/ark:/12148/bpt6k64383950 | https://gallica.bnf.fr/ark:/12148/bpt6k6438369h | https://gallica.bnf.fr/ark:/12148/bpt6k64414993 | https://gallica.bnf.fr/ark:/12148/bpt6k64383987 | https://gallica.bnf.fr/ark:/12148/bpt6k6438536t,Mercier,,Le nouveau Paris . Par le cit. Mercier...,1797,6 vol. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,"Fuchs, C. Pougens et C. F. Cramer (Paris)",,,
599,http://catalogue.bnf.fr/ark:/12148/cb34582745t,https://gallica.bnf.fr/ark:/12148/bpt6k85376w | https://gallica.bnf.fr/ark:/12148/bpt6k853777,Mercier,double,De J.-J. Rousseau considéré comme l'un des premiers auteurs de la Révolution ([Reprod.]) par M. Mercier,1791,"3 + 4 microfiches acétate de 98 images, diazoïques ; 105 * 148 mm","Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Hachette (Paris) | Bibliothèque nationale (Paris) |,,"Rousseau, Jean-Jacques (1712-1778) -- Et la Révolution française",
600,http://catalogue.bnf.fr/ark:/12148/cb309287304,https://gallica.bnf.fr/ark:/12148/bpt6k108519p,Mercier,drama,"Jean Hennuyer, évêque de Lizieux : drame en trois actes (Nouv. éd.) par M. Mercier",1775,VII-87 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,chez Ruault (A Londres),,,
601,http://catalogue.bnf.fr/ark:/12148/cb309286018,https://gallica.bnf.fr/ark:/12148/bpt6k62709511 | https://gallica.bnf.fr/ark:/12148/bpt6k9779940v,Mercier,yes,"Le bonheur des gens de lettres , discours par M. Mercier",1766,56 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Cailleau (Londres),,,
602,http://catalogue.bnf.fr/ark:/12148/cb30928645w,https://gallica.bnf.fr/ark:/12148/bpt6k6365859h,Mercier,yes,Songes philosophiques . Première [-seconde] partie. Par M. Mercier,1768,410 p. ; in-12,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Lejay (Londres),,,
603,http://catalogue.bnf.fr/ark:/12148/cb309287215,https://gallica.bnf.fr/ark:/12148/bpt6k108520m,Mercier,drama,"L'homme de ma connaissance : comédie en deux actes, et en prose / par M. Mercier",1781,71 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,chez la vve Ballard & fils (A Amsterdam),,,
604,http://catalogue.bnf.fr/ark:/12148/cb30928696s,https://gallica.bnf.fr/ark:/12148/bpt6k108523r,Mercier,drama,"La demande imprévue : comédie en trois actes, et en prose / par M. Mercier",1780,100 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,chez la vve Ballard & fils (A Paris),"[Représentation. Paris, Comédie-Italienne. 1780-05-23]",,
605,http://catalogue.bnf.fr/ark:/12148/cb33998413k,https://gallica.bnf.fr/ark:/12148/bpt6k1085244,Mercier,drama,"Le gentillâtre : comédie en trois actes, et en prose / par M. Mercier",1781,90 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,chez la vve Ballard & fils (A Amsterdam),,,
606,http://catalogue.bnf.fr/ark:/12148/cb309287424,https://gallica.bnf.fr/ark:/12148/bpt6k108525h,Mercier,drama,"Le juge : drame en trois actes, en prose / par M. Mercier",1774,VII-103 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,chez Ruault (A Londres),,,
607,http://catalogue.bnf.fr/ark:/12148/cb342168693,https://gallica.bnf.fr/ark:/12148/bpt6k5831317c | https://gallica.bnf.fr/ark:/12148/bpt6k5831617d,Mercier,,"Paris pendant la Révolution (1789-1798) ou le Nouveau Paris / par Sébastien Mercier, nouvelle édition, annotée avec une introduction",1862,2 vol. ; 19 cm,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Poulet-Malassis (Paris),,Paris (France) -- Histoire,
608,http://catalogue.bnf.fr/ark:/12148/cb443726600,https://gallica.bnf.fr/ark:/12148/btv1b105383214,Mercier,,"Rapport et projet de résolution, au nom d'une commission, sur la pétition des peintres, sculpteurs, graveurs, architectes, relativement au droit de patentes ; par L. S. Mercier. Séance du 25 Vendémiaire, an V.",1796,11 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,"A Paris, de l'Imprimerie nationale. Brumaire, an V.",,Institut de France | Musée du Louvre (Paris) |,
609,http://catalogue.bnf.fr/ark:/12148/cb35765198j,https://gallica.bnf.fr/ark:/12148/bpt6k1524171k,Mercier,,"La Sympathie, histoire morale . Par M. Mercier",1767,108 p. ; in-12,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,"A Amsterdam, chez Zacharie. M.DCC.LXVII",,,
610,http://catalogue.bnf.fr/ark:/12148/cb30928612x,https://gallica.bnf.fr/ark:/12148/bpt6k6536755g,Mercier,yes,"Histoire d'Izerben, poëte arabe , traduite de l'arabe par M. Mercier",1756,239 p. ; in-12,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Cellot (Amsterdam),,,
611,http://catalogue.bnf.fr/ark:/12148/cb309286974,https://gallica.bnf.fr/ark:/12148/bpt6k65224051,Mercier,drama,"Le déserteur , drame en 5 actes et en prose, par M. Mercier",1770,95-[1] p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Le Jay (Paris),,,
612,http://catalogue.bnf.fr/ark:/12148/cb309287695,https://gallica.bnf.fr/ark:/12148/bpt6k761991,Mercier,drama,"Le vieillard et ses trois filles , pièce en trois actes, en prose, par M. Mercier",1792,66 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Cercle social (Paris),,,
613,http://catalogue.bnf.fr/ark:/12148/cb30928711v,https://gallica.bnf.fr/ark:/12148/bpt6k15107284 | https://gallica.bnf.fr/ark:/12148/bpt6k5458686d,Mercier,drama,"Le faux ami , drame en 3 actes, en prose. Par M. Mercier",1772,1 vol. (96 p.) : frontisp. gr. d'après Marillier ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Lejay (Paris),,,
614,http://catalogue.bnf.fr/ark:/12148/cb30928764f,https://gallica.bnf.fr/ark:/12148/bpt6k5619713j,Mercier,drama,"Timon d'Athènes en cinq actes en prose . Imitation de Shakespearepar L.-S. Mercier,...",1794,VI-83 [i.e. 113] p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,impr. de T. Gérard (Paris),,,
615,http://catalogue.bnf.fr/ark:/12148/cb309287664,https://gallica.bnf.fr/ark:/12148/bpt6k58021761,Mercier,drama,"Les tombeaux de Vérone , drame en cinq actes. Par M. Mercier",1782,[2]-140 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Impr. de la Société typographique (Neufchâtel),,,
616,http://catalogue.bnf.fr/ark:/12148/cb30928744t,https://gallica.bnf.fr/ark:/12148/bpt6k74053z,Mercier,drama,"Le libérateur , comédie en 2 actes et en prose, par le C. Mercier",1797,III-46 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Cercle social (Paris),,,
617,http://catalogue.bnf.fr/ark:/12148/cb30928683f,https://gallica.bnf.fr/ark:/12148/bpt6k108522c,Mercier,drama,"La brouette du vinaigrier, drame en trois actes ; par M. Mercier",1775,VII-[1 bl.]-103 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",Cotte (17..-17.. ; dessinateur et graveur). Graveur,"A Londres ; et se trouve à Paris, chez les libraires, qui vendent les nouveautés. MDCCLXXV",,,
618,http://catalogue.bnf.fr/ark:/12148/cb30928723v,https://gallica.bnf.fr/ark:/12148/bpt6k15107269 | https://gallica.bnf.fr/ark:/12148/bpt6k1085210,Mercier,drama,"L'indigent , drame en quatre actes, en prose. Par M. Mercier",1772,112 p. : front. gr. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,chez Lejay (À Paris),,,
619,http://catalogue.bnf.fr/ark:/12148/cb30928762r,https://gallica.bnf.fr/ark:/12148/bpt6k6222731t,Mercier,yes,"Portrait de Philippe II, roi d'Espagne",1785,256 p. ; in-18,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,[s.n.] (Amsterdam),,,
620,http://catalogue.bnf.fr/ark:/12148/cb324418923,https://gallica.bnf.fr/ark:/12148/bpt6k1055846v,Mercier,,Songes d'un hermite,1770,[2]-258 p. ; in-12,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Hardy (A l'hermitage de St-Amour [Paris]),,,
621,http://catalogue.bnf.fr/ark:/12148/cb39333782k,https://gallica.bnf.fr/ark:/12148/bpt6k15107306,Mercier,,Poésies diverses,,,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,,,,
622,http://catalogue.bnf.fr/ark:/12148/cb41666893c,https://gallica.bnf.fr/ark:/12148/bpt6k1501560p,Mercier,yes,Discours sur la lecture,1764,50 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,A Paris. M. DCC. LXIV,,,
623,http://catalogue.bnf.fr/ark:/12148/cb41029299n,https://gallica.bnf.fr/ark:/12148/bpt6k1510689g,Mercier,,Songes d'un hermite,1770,258 p. ; in-12,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Hardy (A l'hermitage de St. Amour Paris),"Collection : Bibliothèque de campagne, ou Les amusemens du coeur et de l'esprit ; 18",,
624,http://catalogue.bnf.fr/ark:/12148/cb30928602m,https://gallica.bnf.fr/ark:/12148/bpt6k1055800v,Mercier,,"Contes moraux, ou Les hommes comme il y en a peu",1768,VII-[1]-246 p. ; in-8,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Pankouke (Paris),,,
625,http://catalogue.bnf.fr/ark:/12148/cb43661565c,https://gallica.bnf.fr/ark:/12148/bpt6k30434282 | https://gallica.bnf.fr/ark:/12148/bpt6k3043407w,Mercier,,Tableau de Paris . Tome premier [-second],1781,"2 t. (XIV-300-[4], 269 p.) ; in-8","Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Virchaux (Hambourg) | S. Fauche (Neufchâtel) |,,,
626,http://catalogue.bnf.fr/ark:/12148/cb32441885t,https://gallica.bnf.fr/ark:/12148/bpt6k1510724g,Mercier,drama,"Jenneval, ou le Barnevelt français, drame en 5 actes, en prose, par M. Mercier",1770,,"Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,,,,
627,http://catalogue.bnf.fr/ark:/12148/cb30928671f,https://gallica.bnf.fr/ark:/12148/bpt6k5436251n,Mercier,poetry,"Le Génie, poëme, par M. Mercier",1766,"In-8° , 16 p., vign. au titre, grav. d'après G. de St Aubin","Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,Vve de Duchesne (Londres ; et Paris),,,
628,http://catalogue.bnf.fr/ark:/12148/cb30928620j,https://gallica.bnf.fr/ark:/12148/bpt6k57277173,Mercier,,"Histoire d'une jeune luthérienne, par M. Mercier",1785,"In-8° , VIII-403 p.","Mercier, Louis-Sébastien (1740-1814). Auteur du texte",,impr. de J. Witel (Neufchatel),,,
