"","author_short","gallica_link","title","year","author_bnf","publisher","format","source","bnf_cat","pages"
"206","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42624x","Avis pressant, à la Convention ([Reprod.]) par une vraie Républicaine [Olympe de Gouges]","179.","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372361439",NA
"207","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42593g","Avis pressant, ou Réponse à mes calomniateurs ([Reprod.]) [de Gouges]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235878n",NA
"208","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42615z","Le bon sens François, ou L'apologie des vrais nobles, dédiée aux Jacobins ([Reprod.]) [Marie Olympe de Gouges]","1792","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236137c",NA
"209","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42599j","Le bonheur primitif de l'homme, ou Les rêveries patriotiques ([Reprod.]) [O. de Gouges]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236142z",NA
"210","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42590f","Le cri du sage ([Reprod.]) par une femme","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37234648x",NA
"211","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42602m","Départ de M. Necker et de Madame de Gouges, ou Les adieux de Madame de Gouges aux François et à M. Necker ([Reprod.]) [signé, de Gouges]","1790","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236146b",NA
"212","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k425897","Dialogue allégorique entre la France et la vérité, dédié aux états généraux ([Reprod.]) [Marie Gouges]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372347842",NA
"213","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42591s","Discours de l'aveugle aux François ([Reprod.]) par Madame de Gouges","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37234653h",NA
"214","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k426138","Les droits de la femme ([Reprod.]) [Olympe de Gouges]","1791","Gouges, Olympe de (1748-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235521v",NA
"215","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42614m","L'esprit françois, ou Problème à résoudre sur le labyrinthe des divers complots ([Reprod.]) par Mme de Gouges","1792","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235937b",NA
"216","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42619b","Les fantômes de l'opinion publique ([Reprod.]) [Olympe de Gouges]","179.","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236063n",NA
"217","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k425955","Lettre a monseigneur le duc d'Orléans, premier prince du sang ([Reprod.]) [O. de Gouges]","1789","Gouges, Olympe de (1748-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236150k",NA
"218","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k425866","Lettre au peuple, ou Projet d'une caisse patriotique ([Reprod.]) par une citoyenne [Olympe de Gouges]","1788","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236153m",NA
"219","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k425924","Lettre aux représentants de la Nation ([Reprod.]) [de Gouges]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372346556",NA
"220","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42617n","Lettres à la reine, aux généraux de l'armée, aux amis de la Constitution, et aux Françaises citoyennes : description de la fête du 3 juin ([Reprod.]) par madame Degouges","1792","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372361330",NA
"221","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42594t","Mes voeux sont remplis, ou Le don patriotique : dédié aux Etats-Généraux ([Reprod.]) par Madame de Gouge","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372359240",NA
"222","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42608p","Mirabeau aux Champs-Elisées : comédie en un acte et en prose ([Reprod.]) par Madame de Gouges","1791","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235541g",NA
"223","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42585v","Molière chez Ninon, ou Le siècle des grands hommes : pièce épisodique, en prose et en cinq actes ([Reprod.]) par Madame de Gouges","1788","Gouges, Olympe de. Auteur du texte","Micro Graphix","3 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235538k",NA
"224","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42596h","L'ordre national ou Le comte d'Artois, inspiré par Mentor : dédié aux Etats-Généraux ([Reprod.]) [par madame de Gouge]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235827r",NA
"225","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42588w","Pour sauver la patrie, il faut respecter les trois ordres : c'est le seul moyen de conciliation qui nous reste ([Reprod.]) [par Olympe de Gouges]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236012r",NA
"226","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42621w","Réponse à la justification de Maximilien Robespierre, adressée à Jérôme Pétion ([Reprod.]) par Olympe Degouges","1792","Gouges, Olympe de. Auteur du texte | Polyme (17..-18..? ; révolutionnaire). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236069q",NA
"227","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k426018","Réponse au champion américain, ou Colon très aisé à connoître ([Reprod.]) [Degouge]","1790","Gouges, Olympe de (1748-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235749s",NA
"228","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42597v","Séance royale : motion de monseigneur le duc d'Orléans, ou Les songes patriotiques dédiées à monseigneur le duc d'Orléans ([Reprod.]) par Madame de Gouges","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372361570",NA
"229","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k426091","Le tombeau de Mirabeau ([Reprod.]) [de Gouges]","1791","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235683p",NA
"230","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k48279j","Le couvent ou Les voeux forcés : drame en trois actes ([Reprod.]) par Mme de Gouges, auteur de ","1792","Gouges, Olympe de. Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372385327",NA
"231","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k48280r","L' esclavage des noirs ou L'heureux naufrage : drame en trois actes, en prose ([Reprod.]) par Mme De Gouges, auteur des ","1792","Gouges, Olympe de. Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37238539n",NA
"232","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k474268","Remarques patriotiques, par la citoyenne, auteur de la Lettre au peuple ([Reprod.]) [Olympe de Gouges]","179.","Gouges, Olympe de. Auteur du texte","Pergamon press","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372609143",NA
"233","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k86410g","Le couvent ou Les voeux forcés : drame en 3 actes... ([Reprod.]) [ par Mme de Gouges]","1792","Gouges, Olympe de (1748-1793). Auteur du texte","Hachette (Paris) | Bibliothèque nationale (Paris)","1 microfiche acétate de 98 images, diazoïque ; 105 ẍ 148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb345680437",NA
"234","Laclos","https://gallica.bnf.fr/ark:/12148/bpt6k1193426f","De l'éducation des femmes / par Choderlos de Laclos,... ; publié d'après le manuscrit de la Bibliothèque nationale, avec une introduction et des documents, par Édouard Champion. suivi de notes inédites de Charles Baudelaire","1903","Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte","A. Messein (Paris)","1 vol. (146 p.) ; in-18","selected","https://catalogue.bnf.fr/ark:/12148/cb30238957q","146 p."
"235","Laclos","https://gallica.bnf.fr/ark:/12148/bpt6k402935","La galerie des dames françoises, pour servir de suite à ","1790","Luchet, Jean-Pierre-Louis de La Roche du Maine (1739-1792 ; marquis de). Auteur du texte","Micro Graphix","3 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372333852",NA
"236","Laclos","https://gallica.bnf.fr/ark:/12148/bpt6k402815","Les grands hommes du jour ([Reprod.]) [attribué à Choderlos de Laclos] ; [A. de Rivarol et G. H. de Mirabeau]","1790-1791","Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte | Rivarol, Antoine de (1753-1801). Auteur du texte | Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Micro Graphix","6 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37277047g",NA
"237","Laclos","https://gallica.bnf.fr/ark:/12148/bpt6k9739561j   https://gallica.bnf.fr/ark:/12148/bpt6k9738925r","Les liaisons dangereuses / Choderlos de Laclos ; précédé d'une étude par Jean Giraudoux...","1932","Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte","Stendhal et Cie (Paris)","2 vol. (XXI-312, 314 p.) : pl. portr. ; in-8","selected","https://catalogue.bnf.fr/ark:/12148/cb319431644","314 p."
"238","Manuel","https://gallica.bnf.fr/ark:/12148/bpt6k40450f","Lettre à la reine ([Reprod.]) ","1789","Manuel, Louis-Pierre (1751-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105 x148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372334631",NA
"239","Manuel","https://gallica.bnf.fr/ark:/12148/bpt6k403029","Sur la séance nationale du vingt-cinq juin ; Lettre à M. le comte d'Artois ([Reprod.]) [par Manuel]","1789","Manuel, Louis-Pierre. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235572r",NA
"240","Manuel","https://gallica.bnf.fr/ark:/12148/bpt6k46500m","Lettre du procureur de la commune au curé de Saint-Severin. & réponses du curé de Saint-Severin au procureur de la commune ([Reprod.]) [P. Manuel]","1792","Manuel, Louis-Pierre. Auteur du texte | Le Blanc de Beaulieu, Jean-Claude. Auteur du texte","Pergamon press","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372352153",NA
"241","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k43878n","Relation authentique de ce qui s'est passé à Nancy, adressée aux députés du régiment du roi à l'Assemblée nationale par leurs camarades. et Observations de l'ami du peuple ([Reprod.]) [Marat]","1790","Marat, Jean-Paul (1743-1793). Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372372685",NA
"242","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k40514v","Lettre de M. Marat, l'ami du peuple, à M. Joly, avocat aux conseils,... ([Reprod.]) ","1789","Marat, Jean-Paul (1743-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236790g",NA
"243","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k479975","Supplément de l'","1789","Marat, Jean-Paul (1743-1793). Auteur du texte","Pergamon press","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372612221",NA
"244","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k786480","Criminelle neckero-logie ou Les manoeuvres infâmes du ministre Necker entièrement dévoilées ([Reprod.]) [par Jean-Paul Marat]","1790","","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372704127",NA
"245","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k6596r","Le Junius français : journal politique ([Reproduction en fac-similé]) par M. Marat, auteur de l'","1790","Marat, Jean-Paul (1743-1793). Auteur du texte","Éditions d'histoire sociale (Paris)","Pagination multiple ([ca 110] p.) : couv. ill. ; 20 cm","selected","https://catalogue.bnf.fr/ark:/12148/cb330892632",NA
"246","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k40925m","Lettre de l'ami du peuple aux fédérés des quatre-vingt-trois départemens ([Reprod.]) [Marat]","179.","Marat, Jean-Paul (1743-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236685m",NA
"247","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k40751m","C'en est fait de nous ([Reprod.]) [Marat]","179.","Marat, Jean-Paul (1743-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236784j",NA
"248","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k6215671n","Oeuvres de JP Marat (l'ami du peuple) / recueillies et annotées par A. Vermorel","1869","Marat, Jean-Paul (1743-1793). Auteur du texte","Décembre-Alonnier (Paris)","1 vol. (VII-326 p.) ; in-18","selected","https://catalogue.bnf.fr/ark:/12148/cb30875544d","326 p."
"249","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k65075788","Éloge de Montesquieu : présenté à l'Académie de Bordeaux, le 28 mars 1785 / par J.-P. Maratz ; publié avec une introduction, par Arthur de Brézetz,...","1883","Marat, Jean-Paul (1743-1793). Auteur du texte","G. Maleville (Libourne)","1 vol. (XVIII-79 p.) ; in-8","selected","https://catalogue.bnf.fr/ark:/12148/cb30875619g","79 p."
"250","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k480628","Lettre à monsieur le comte d'Antrague, député de la noblesse ([Reprod.]) [L'Ami du peuple]","179.","Marat, Jean-Paul (1743-1793). Auteur du texte","Pergamon press","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37261354x",NA
"251","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k40826p","L'erreur des Parisiens, ou Réponse au discours de M. Robespierre, sur la fuite du roi ([Reprod.]) par un ami du peuple","1791","Marat, Jean-Paul (1743-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37232703r",NA
"252","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k6255307j","Compte rendu par Jérôme Pétion à ses concitoyens","","Pétion, Jérôme (1756-1794). Auteur du texte","Impr. nationale (Paris)","28 p. ; in-8","selected","https://catalogue.bnf.fr/ark:/12148/cb31091604n","28 p."
"253","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k9781133r","Oeuvres... T. 4e...","","","","","selected","https://catalogue.bnf.fr/ark:/12148/cb33538145f",NA
"254","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k409159","Pétition de la Commune de Paris à l'Assemblée nationale, sur la déchéance du Roi ([Reprod.]) [Pétion]","1792","Pétion, Jérôme (1756-1794). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236913k",NA
"255","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k54406501","Projet de la Déclaration des droits de l'homme et du citoyen, et d'une Constitution républicaine démocratique , présenté au peuple français, par Jérôme Pétion, père...","","Pétion, Jérôme (1756-1794). Auteur du texte","impr. de F. Durand (Chartres)","43 p. ; in-4","selected","https://catalogue.bnf.fr/ark:/12148/cb31091592g","43 p."
"256","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k40916n","Les voeux du véritable souverain, exprimés à l'Assemblée nationale par M. Pétion, au nom de la Commune de Paris, sur la déchéance du Roi ([Reprod.]) ","179.","Pétion, Jérôme. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372369189",NA
"257","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k5460021s","Adresse du républicain Pétion, père,... à ses concitoyens réunis en assemblées primaires","17..","Pétion, Jérôme (1756-1794). Auteur du texte","impr. de F. Durand (Chartres)","4 p. ; in-4","selected","https://catalogue.bnf.fr/ark:/12148/cb31091590s","4 p."
"258","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k43406p","Discours sur les assignats ([Reprod.]) par J. Pétion ; impr. par ordre de l'Assemblée nationale","179.","Pétion, Jérôme (1756-1794). Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372427049",NA
"259","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k408558","Conduite tenue par M. le maire de Paris, à l'occasion des événemens du 20 juin 1792 ([Reprod.]) [Pétion]","1792","Pétion, Jérôme (1756-1794). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236905z",NA
"260","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k486429","Lettre de M. le maire de Paris à ses concitoyens ([Reprod.]) [Pétion]","1792","Pétion, Jérôme. Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37234719m",NA
"261","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k40934k","Lettre de M. Pétion à l'assemblée des commissaires des 48 sections réunis à la maison commune ([Reprod.]) ","1792","Pétion, Jérôme. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236929z",NA
"262","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k40853k","Règles générales de ma conduite ([Reprod.]) [Pétion]","1792","Pétion, Jérôme. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236893s",NA
"263","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k46816t","Mémoires inédits de Pétion et mémoires de Buzot & de Barbaroux : accompagnés de notes inédites de Buzot et de nombreux documents inédits sur Barbaroux, Buzot, Brissot, etc. ([Reprod.]) précédés d'une introd. par C. A. Dauban","1866","Pétion, Jérôme (1756-1794). Auteur du texte | Buzot, François-Nicolas-Louis (1760-1794). Auteur du texte | Barbaroux, Charles (1767-1794). Auteur du texte","Pergamon press","7 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37263217x",NA
"264","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k408527","Lettre de M. le maire de Paris à M. M. du Conseil du département : 24 juin 1792, l'an 4 de la liberté ([Reprod.]) [Pétion]","1792","Pétion, Jérôme. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372368913",NA
"265","Pétion","https://gallica.bnf.fr/ark:/12148/bpt6k40857z","Pétition de M. Pétion à l'Assemblée nationale ([Reprod.]) ","179.","Pétion, Jérôme. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37236797w",NA
